Year,Rtype,Dname,Cname,City,Sname,Type,gsId,Lat,Lon,Enrollment,Plan504,FreeAnd Reduced PriceLunch,Enroll12,Percent Teachers InFirst SecondYear,ActSat Number Participation,NumTstTakr,ApCourse Participation,ApCourse Passed,AvgScrEng,AvgScrRead,AvgScrMath,AvgScrSci,NumGE21,PctGE21,ParentRating,gsRating,Asian,"Black, non-Hispanic",Hispanic,Multiracial,Native American or Native Alaskan,Native Hawaiian or Other Pacific Islander,"White, non-Hispanic"
2017,S,Garden Grove Unified,Orange,Garden-Grove,Bolsa Grande High,public,3736,33.75954,-117.96323,1995.0,0.3,69.02,474,11.0,481,104,32.6,577,22.0,22.0,23.0,21.0,64,61.54,4.0,8.0,54.59,0.35,37.89,1.8,0.1,0.55,4.71
2018,S,Garden Grove Unified,Orange,Garden-Grove,Bolsa Grande High,public,3736,33.75954,-117.96323,1995.0,0.3,69.02,538,11.0,481,74,32.6,577,21.0,22.0,22.0,21.0,45,60.81,4.0,8.0,54.59,0.35,37.89,1.8,0.1,0.55,4.71
2014,S,Garden Grove Unified,Orange,Garden-Grove,Garden Grove High,public,3751,33.777897,-117.93563,2454.0,0.5,60.47,600,4.9,424,74,34.6,796,22.0,23.0,23.0,22.0,50,67.57,4.0,8.0,34.56,1.43,52.69,1.1,0.12,1.06,9.05
2015,S,Garden Grove Unified,Orange,Garden-Grove,Garden Grove High,public,3751,33.777897,-117.93563,2454.0,0.5,60.47,607,4.9,424,86,34.6,796,23.0,23.0,24.0,22.0,63,73.26,4.0,8.0,34.56,1.43,52.69,1.1,0.12,1.06,9.05
2016,S,Garden Grove Unified,Orange,Garden-Grove,Garden Grove High,public,3751,33.777897,-117.93563,2454.0,0.5,60.47,604,4.9,424,114,34.6,796,21.0,21.0,22.0,21.0,62,54.39,4.0,8.0,34.56,1.43,52.69,1.1,0.12,1.06,9.05
2017,S,Garden Grove Unified,Orange,Garden-Grove,Garden Grove High,public,3751,33.777897,-117.93563,2454.0,0.5,60.47,614,4.9,424,106,34.6,796,22.0,23.0,23.0,22.0,64,60.38,4.0,8.0,34.56,1.43,52.69,1.1,0.12,1.06,9.05
2018,S,Garden Grove Unified,Orange,Garden-Grove,Garden Grove High,public,3751,33.777897,-117.93563,2454.0,0.5,60.47,643,4.9,424,123,34.6,796,23.0,23.0,22.0,22.0,77,62.6,4.0,8.0,34.56,1.43,52.69,1.1,0.12,1.06,9.05
2014,S,Garden Grove Unified,Orange,Westminster,La Quinta High,public,3758,33.73781,-117.94815,2137.0,0.5,60.6,564,5.3,707,257,33.9,1030,22.0,22.0,24.0,21.0,164,63.81,4.0,9.0,79.5,0.19,14.69,0.61,0.0,0.33,4.68
2014,S,Garden Grove Unified,Orange,Westminster,La Quinta High,public,3758,33.73781,-117.94815,2137.0,2.1,49.71,564,6.8,440,257,14.2,226,22.0,22.0,24.0,21.0,164,63.81,4.0,9.0,3.98,2.77,65.91,0.66,0.69,0.18,25.8
2014,S,Garden Grove Unified,Orange,La-Quinta,La Quinta High,public,4299,33.713505,-116.28052,2740.0,0.5,60.6,564,5.3,707,257,33.9,1030,22.0,22.0,24.0,21.0,164,63.81,4.0,7.0,79.5,0.19,14.69,0.61,0.0,0.33,4.68
2014,S,Garden Grove Unified,Orange,La-Quinta,La Quinta High,public,4299,33.713505,-116.28052,2740.0,2.1,49.71,564,6.8,440,257,14.2,226,22.0,22.0,24.0,21.0,164,63.81,4.0,7.0,3.98,2.77,65.91,0.66,0.69,0.18,25.8
2014,S,Desert Sands Unified,Riverside,Westminster,La Quinta High,public,3758,33.73781,-117.94815,2137.0,0.5,60.6,709,5.3,707,134,33.9,1030,20.0,21.0,22.0,21.0,71,52.99,4.0,9.0,79.5,0.19,14.69,0.61,0.0,0.33,4.68
2014,S,Desert Sands Unified,Riverside,Westminster,La Quinta High,public,3758,33.73781,-117.94815,2137.0,2.1,49.71,709,6.8,440,134,14.2,226,20.0,21.0,22.0,21.0,71,52.99,4.0,9.0,3.98,2.77,65.91,0.66,0.69,0.18,25.8
2014,S,Desert Sands Unified,Riverside,La-Quinta,La Quinta High,public,4299,33.713505,-116.28052,2740.0,0.5,60.6,709,5.3,707,134,33.9,1030,20.0,21.0,22.0,21.0,71,52.99,4.0,7.0,79.5,0.19,14.69,0.61,0.0,0.33,4.68
2014,S,Desert Sands Unified,Riverside,La-Quinta,La Quinta High,public,4299,33.713505,-116.28052,2740.0,2.1,49.71,709,6.8,440,134,14.2,226,20.0,21.0,22.0,21.0,71,52.99,4.0,7.0,3.98,2.77,65.91,0.66,0.69,0.18,25.8
2015,S,Garden Grove Unified,Orange,Westminster,La Quinta High,public,3758,33.73781,-117.94815,2137.0,0.5,60.6,559,5.3,707,284,33.9,1030,21.0,21.0,24.0,22.0,180,63.38,4.0,9.0,79.5,0.19,14.69,0.61,0.0,0.33,4.68
2015,S,Garden Grove Unified,Orange,Westminster,La Quinta High,public,3758,33.73781,-117.94815,2137.0,2.1,49.71,559,6.8,440,284,14.2,226,21.0,21.0,24.0,22.0,180,63.38,4.0,9.0,3.98,2.77,65.91,0.66,0.69,0.18,25.8
2015,S,Garden Grove Unified,Orange,La-Quinta,La Quinta High,public,4299,33.713505,-116.28052,2740.0,0.5,60.6,559,5.3,707,284,33.9,1030,21.0,21.0,24.0,22.0,180,63.38,4.0,7.0,79.5,0.19,14.69,0.61,0.0,0.33,4.68
2015,S,Garden Grove Unified,Orange,La-Quinta,La Quinta High,public,4299,33.713505,-116.28052,2740.0,2.1,49.71,559,6.8,440,284,14.2,226,21.0,21.0,24.0,22.0,180,63.38,4.0,7.0,3.98,2.77,65.91,0.66,0.69,0.18,25.8
2015,S,Desert Sands Unified,Riverside,Westminster,La Quinta High,public,3758,33.73781,-117.94815,2137.0,0.5,60.6,697,5.3,707,146,33.9,1030,20.0,21.0,22.0,21.0,73,50.0,4.0,9.0,79.5,0.19,14.69,0.61,0.0,0.33,4.68
2015,S,Desert Sands Unified,Riverside,Westminster,La Quinta High,public,3758,33.73781,-117.94815,2137.0,2.1,49.71,697,6.8,440,146,14.2,226,20.0,21.0,22.0,21.0,73,50.0,4.0,9.0,3.98,2.77,65.91,0.66,0.69,0.18,25.8
2015,S,Desert Sands Unified,Riverside,La-Quinta,La Quinta High,public,4299,33.713505,-116.28052,2740.0,0.5,60.6,697,5.3,707,146,33.9,1030,20.0,21.0,22.0,21.0,73,50.0,4.0,7.0,79.5,0.19,14.69,0.61,0.0,0.33,4.68
2015,S,Desert Sands Unified,Riverside,La-Quinta,La Quinta High,public,4299,33.713505,-116.28052,2740.0,2.1,49.71,697,6.8,440,146,14.2,226,20.0,21.0,22.0,21.0,73,50.0,4.0,7.0,3.98,2.77,65.91,0.66,0.69,0.18,25.8
2016,S,Garden Grove Unified,Orange,Westminster,La Quinta High,public,3758,33.73781,-117.94815,2137.0,0.5,60.6,486,5.3,707,255,33.9,1030,22.0,23.0,24.0,22.0,172,67.45,4.0,9.0,79.5,0.19,14.69,0.61,0.0,0.33,4.68
2016,S,Garden Grove Unified,Orange,Westminster,La Quinta High,public,3758,33.73781,-117.94815,2137.0,2.1,49.71,486,6.8,440,255,14.2,226,22.0,23.0,24.0,22.0,172,67.45,4.0,9.0,3.98,2.77,65.91,0.66,0.69,0.18,25.8
2016,S,Garden Grove Unified,Orange,La-Quinta,La Quinta High,public,4299,33.713505,-116.28052,2740.0,0.5,60.6,486,5.3,707,255,33.9,1030,22.0,23.0,24.0,22.0,172,67.45,4.0,7.0,79.5,0.19,14.69,0.61,0.0,0.33,4.68
2016,S,Garden Grove Unified,Orange,La-Quinta,La Quinta High,public,4299,33.713505,-116.28052,2740.0,2.1,49.71,486,6.8,440,255,14.2,226,22.0,23.0,24.0,22.0,172,67.45,4.0,7.0,3.98,2.77,65.91,0.66,0.69,0.18,25.8
2016,S,Desert Sands Unified,Riverside,Westminster,La Quinta High,public,3758,33.73781,-117.94815,2137.0,0.5,60.6,615,5.3,707,136,33.9,1030,21.0,22.0,22.0,21.0,77,56.62,4.0,9.0,79.5,0.19,14.69,0.61,0.0,0.33,4.68
2016,S,Desert Sands Unified,Riverside,Westminster,La Quinta High,public,3758,33.73781,-117.94815,2137.0,2.1,49.71,615,6.8,440,136,14.2,226,21.0,22.0,22.0,21.0,77,56.62,4.0,9.0,3.98,2.77,65.91,0.66,0.69,0.18,25.8
2016,S,Desert Sands Unified,Riverside,La-Quinta,La Quinta High,public,4299,33.713505,-116.28052,2740.0,0.5,60.6,615,5.3,707,136,33.9,1030,21.0,22.0,22.0,21.0,77,56.62,4.0,7.0,79.5,0.19,14.69,0.61,0.0,0.33,4.68
2016,S,Desert Sands Unified,Riverside,La-Quinta,La Quinta High,public,4299,33.713505,-116.28052,2740.0,2.1,49.71,615,6.8,440,136,14.2,226,21.0,22.0,22.0,21.0,77,56.62,4.0,7.0,3.98,2.77,65.91,0.66,0.69,0.18,25.8
2017,S,Garden Grove Unified,Orange,Westminster,La Quinta High,public,3758,33.73781,-117.94815,2137.0,0.5,60.6,565,5.3,707,219,33.9,1030,23.0,23.0,24.0,22.0,155,70.78,4.0,9.0,79.5,0.19,14.69,0.61,0.0,0.33,4.68
2017,S,Garden Grove Unified,Orange,Westminster,La Quinta High,public,3758,33.73781,-117.94815,2137.0,2.1,49.71,565,6.8,440,219,14.2,226,23.0,23.0,24.0,22.0,155,70.78,4.0,9.0,3.98,2.77,65.91,0.66,0.69,0.18,25.8
2017,S,Garden Grove Unified,Orange,La-Quinta,La Quinta High,public,4299,33.713505,-116.28052,2740.0,0.5,60.6,565,5.3,707,219,33.9,1030,23.0,23.0,24.0,22.0,155,70.78,4.0,7.0,79.5,0.19,14.69,0.61,0.0,0.33,4.68
2017,S,Garden Grove Unified,Orange,La-Quinta,La Quinta High,public,4299,33.713505,-116.28052,2740.0,2.1,49.71,565,6.8,440,219,14.2,226,23.0,23.0,24.0,22.0,155,70.78,4.0,7.0,3.98,2.77,65.91,0.66,0.69,0.18,25.8
2017,S,Desert Sands Unified,Riverside,Westminster,La Quinta High,public,3758,33.73781,-117.94815,2137.0,0.5,60.6,559,5.3,707,124,33.9,1030,21.0,22.0,21.0,21.0,71,57.26,4.0,9.0,79.5,0.19,14.69,0.61,0.0,0.33,4.68
2017,S,Desert Sands Unified,Riverside,Westminster,La Quinta High,public,3758,33.73781,-117.94815,2137.0,2.1,49.71,559,6.8,440,124,14.2,226,21.0,22.0,21.0,21.0,71,57.26,4.0,9.0,3.98,2.77,65.91,0.66,0.69,0.18,25.8
2017,S,Desert Sands Unified,Riverside,La-Quinta,La Quinta High,public,4299,33.713505,-116.28052,2740.0,0.5,60.6,559,5.3,707,124,33.9,1030,21.0,22.0,21.0,21.0,71,57.26,4.0,7.0,79.5,0.19,14.69,0.61,0.0,0.33,4.68
2017,S,Desert Sands Unified,Riverside,La-Quinta,La Quinta High,public,4299,33.713505,-116.28052,2740.0,2.1,49.71,559,6.8,440,124,14.2,226,21.0,22.0,21.0,21.0,71,57.26,4.0,7.0,3.98,2.77,65.91,0.66,0.69,0.18,25.8
2018,S,Garden Grove Unified,Orange,Westminster,La Quinta High,public,3758,33.73781,-117.94815,2137.0,0.5,60.6,554,5.3,707,245,33.9,1030,23.0,22.0,24.0,23.0,170,69.39,4.0,9.0,79.5,0.19,14.69,0.61,0.0,0.33,4.68
2018,S,Garden Grove Unified,Orange,Westminster,La Quinta High,public,3758,33.73781,-117.94815,2137.0,2.1,49.71,554,6.8,440,245,14.2,226,23.0,22.0,24.0,23.0,170,69.39,4.0,9.0,3.98,2.77,65.91,0.66,0.69,0.18,25.8
2018,S,Garden Grove Unified,Orange,La-Quinta,La Quinta High,public,4299,33.713505,-116.28052,2740.0,0.5,60.6,554,5.3,707,245,33.9,1030,23.0,22.0,24.0,23.0,170,69.39,4.0,7.0,79.5,0.19,14.69,0.61,0.0,0.33,4.68
2018,S,Garden Grove Unified,Orange,La-Quinta,La Quinta High,public,4299,33.713505,-116.28052,2740.0,2.1,49.71,554,6.8,440,245,14.2,226,23.0,22.0,24.0,23.0,170,69.39,4.0,7.0,3.98,2.77,65.91,0.66,0.69,0.18,25.8
2018,S,Desert Sands Unified,Riverside,Westminster,La Quinta High,public,3758,33.73781,-117.94815,2137.0,0.5,60.6,584,5.3,707,113,33.9,1030,21.0,22.0,21.0,21.0,61,53.98,4.0,9.0,79.5,0.19,14.69,0.61,0.0,0.33,4.68
2018,S,Desert Sands Unified,Riverside,Westminster,La Quinta High,public,3758,33.73781,-117.94815,2137.0,2.1,49.71,584,6.8,440,113,14.2,226,21.0,22.0,21.0,21.0,61,53.98,4.0,9.0,3.98,2.77,65.91,0.66,0.69,0.18,25.8
2018,S,Desert Sands Unified,Riverside,La-Quinta,La Quinta High,public,4299,33.713505,-116.28052,2740.0,0.5,60.6,584,5.3,707,113,33.9,1030,21.0,22.0,21.0,21.0,61,53.98,4.0,7.0,79.5,0.19,14.69,0.61,0.0,0.33,4.68
2018,S,Desert Sands Unified,Riverside,La-Quinta,La Quinta High,public,4299,33.713505,-116.28052,2740.0,2.1,49.71,584,6.8,440,113,14.2,226,21.0,22.0,21.0,21.0,61,53.98,4.0,7.0,3.98,2.77,65.91,0.66,0.69,0.18,25.8
2014,S,Garden Grove Unified,Orange,Fountain-Valley,Los Amigos High,public,3762,33.7227,-117.9285,1816.0,0.2,82.21,426,3.9,319,167,21.0,252,17.0,18.0,19.0,18.0,46,27.54,4.0,4.0,15.86,0.5,80.62,0.28,0.0,0.33,2.42
2015,S,Garden Grove Unified,Orange,Fountain-Valley,Los Amigos High,public,3762,33.7227,-117.9285,1816.0,0.2,82.21,405,3.9,319,152,21.0,252,17.0,18.0,19.0,18.0,37,24.34,4.0,4.0,15.86,0.5,80.62,0.28,0.0,0.33,2.42
2016,S,Garden Grove Unified,Orange,Fountain-Valley,Los Amigos High,public,3762,33.7227,-117.9285,1816.0,0.2,82.21,393,3.9,319,161,21.0,252,17.0,18.0,19.0,19.0,39,24.22,4.0,4.0,15.86,0.5,80.62,0.28,0.0,0.33,2.42
2017,S,Garden Grove Unified,Orange,Fountain-Valley,Los Amigos High,public,3762,33.7227,-117.9285,1816.0,0.2,82.21,424,3.9,319,178,21.0,252,18.0,19.0,19.0,19.0,49,27.53,4.0,4.0,15.86,0.5,80.62,0.28,0.0,0.33,2.42
2018,S,Garden Grove Unified,Orange,Fountain-Valley,Los Amigos High,public,3762,33.7227,-117.9285,1816.0,0.2,82.21,463,3.9,319,217,21.0,252,17.0,18.0,19.0,19.0,64,29.49,4.0,4.0,15.86,0.5,80.62,0.28,0.0,0.33,2.42
2014,S,Garden Grove Unified,Orange,Garden-Grove,Pacifica High,public,3771,33.781044,-118.01287,1711.0,2.2,34.13,408,5.8,407,88,36.1,577,23.0,23.0,24.0,22.0,62,70.45,3.0,9.0,25.89,1.4,31.5,2.1,0.47,1.17,37.46
2014,S,Garden Grove Unified,Orange,Garden-Grove,Pacifica High,public,3771,33.781044,-118.01287,1711.0,1.1,70.3,408,3.0,285,88,22.4,330,23.0,23.0,24.0,22.0,62,70.45,3.0,9.0,4.08,1.33,92.23,0.39,0.09,0.21,1.66
2014,S,Garden Grove Unified,Orange,Oxnard,Pacifica High,public,12114,34.2189,-119.17153,3306.0,2.2,34.13,408,5.8,407,88,36.1,577,23.0,23.0,24.0,22.0,62,70.45,4.0,4.0,25.89,1.4,31.5,2.1,0.47,1.17,37.46
2014,S,Garden Grove Unified,Orange,Oxnard,Pacifica High,public,12114,34.2189,-119.17153,3306.0,1.1,70.3,408,3.0,285,88,22.4,330,23.0,23.0,24.0,22.0,62,70.45,4.0,4.0,4.08,1.33,92.23,0.39,0.09,0.21,1.66
2015,S,Garden Grove Unified,Orange,Garden-Grove,Pacifica High,public,3771,33.781044,-118.01287,1711.0,2.2,34.13,447,5.8,407,112,36.1,577,22.0,23.0,23.0,22.0,72,64.29,3.0,9.0,25.89,1.4,31.5,2.1,0.47,1.17,37.46
2015,S,Garden Grove Unified,Orange,Garden-Grove,Pacifica High,public,3771,33.781044,-118.01287,1711.0,1.1,70.3,447,3.0,285,112,22.4,330,22.0,23.0,23.0,22.0,72,64.29,3.0,9.0,4.08,1.33,92.23,0.39,0.09,0.21,1.66
2015,S,Garden Grove Unified,Orange,Oxnard,Pacifica High,public,12114,34.2189,-119.17153,3306.0,2.2,34.13,447,5.8,407,112,36.1,577,22.0,23.0,23.0,22.0,72,64.29,4.0,4.0,25.89,1.4,31.5,2.1,0.47,1.17,37.46
2015,S,Garden Grove Unified,Orange,Oxnard,Pacifica High,public,12114,34.2189,-119.17153,3306.0,1.1,70.3,447,3.0,285,112,22.4,330,22.0,23.0,23.0,22.0,72,64.29,4.0,4.0,4.08,1.33,92.23,0.39,0.09,0.21,1.66
2015,S,Oxnard Union High,Ventura,Garden-Grove,Pacifica High,public,3771,33.781044,-118.01287,1711.0,2.2,34.13,782,5.8,407,105,36.1,577,19.0,19.0,20.0,19.0,44,41.9,3.0,9.0,25.89,1.4,31.5,2.1,0.47,1.17,37.46
2015,S,Oxnard Union High,Ventura,Garden-Grove,Pacifica High,public,3771,33.781044,-118.01287,1711.0,1.1,70.3,782,3.0,285,105,22.4,330,19.0,19.0,20.0,19.0,44,41.9,3.0,9.0,4.08,1.33,92.23,0.39,0.09,0.21,1.66
2015,S,Oxnard Union High,Ventura,Oxnard,Pacifica High,public,12114,34.2189,-119.17153,3306.0,2.2,34.13,782,5.8,407,105,36.1,577,19.0,19.0,20.0,19.0,44,41.9,4.0,4.0,25.89,1.4,31.5,2.1,0.47,1.17,37.46
2015,S,Oxnard Union High,Ventura,Oxnard,Pacifica High,public,12114,34.2189,-119.17153,3306.0,1.1,70.3,782,3.0,285,105,22.4,330,19.0,19.0,20.0,19.0,44,41.9,4.0,4.0,4.08,1.33,92.23,0.39,0.09,0.21,1.66
2016,S,Garden Grove Unified,Orange,Garden-Grove,Pacifica High,public,3771,33.781044,-118.01287,1711.0,2.2,34.13,410,5.8,407,69,36.1,577,23.0,22.0,24.0,23.0,44,63.77,3.0,9.0,25.89,1.4,31.5,2.1,0.47,1.17,37.46
2016,S,Garden Grove Unified,Orange,Garden-Grove,Pacifica High,public,3771,33.781044,-118.01287,1711.0,1.1,70.3,410,3.0,285,69,22.4,330,23.0,22.0,24.0,23.0,44,63.77,3.0,9.0,4.08,1.33,92.23,0.39,0.09,0.21,1.66
2016,S,Garden Grove Unified,Orange,Oxnard,Pacifica High,public,12114,34.2189,-119.17153,3306.0,2.2,34.13,410,5.8,407,69,36.1,577,23.0,22.0,24.0,23.0,44,63.77,4.0,4.0,25.89,1.4,31.5,2.1,0.47,1.17,37.46
2016,S,Garden Grove Unified,Orange,Oxnard,Pacifica High,public,12114,34.2189,-119.17153,3306.0,1.1,70.3,410,3.0,285,69,22.4,330,23.0,22.0,24.0,23.0,44,63.77,4.0,4.0,4.08,1.33,92.23,0.39,0.09,0.21,1.66
2016,S,Oxnard Union High,Ventura,Garden-Grove,Pacifica High,public,3771,33.781044,-118.01287,1711.0,2.2,34.13,752,5.8,407,96,36.1,577,18.0,19.0,19.0,19.0,28,29.17,3.0,9.0,25.89,1.4,31.5,2.1,0.47,1.17,37.46
2016,S,Oxnard Union High,Ventura,Garden-Grove,Pacifica High,public,3771,33.781044,-118.01287,1711.0,1.1,70.3,752,3.0,285,96,22.4,330,18.0,19.0,19.0,19.0,28,29.17,3.0,9.0,4.08,1.33,92.23,0.39,0.09,0.21,1.66
2016,S,Oxnard Union High,Ventura,Oxnard,Pacifica High,public,12114,34.2189,-119.17153,3306.0,2.2,34.13,752,5.8,407,96,36.1,577,18.0,19.0,19.0,19.0,28,29.17,4.0,4.0,25.89,1.4,31.5,2.1,0.47,1.17,37.46
2016,S,Oxnard Union High,Ventura,Oxnard,Pacifica High,public,12114,34.2189,-119.17153,3306.0,1.1,70.3,752,3.0,285,96,22.4,330,18.0,19.0,19.0,19.0,28,29.17,4.0,4.0,4.08,1.33,92.23,0.39,0.09,0.21,1.66
2017,S,Garden Grove Unified,Orange,Garden-Grove,Pacifica High,public,3771,33.781044,-118.01287,1711.0,2.2,34.13,398,5.8,407,90,36.1,577,22.0,22.0,24.0,22.0,59,65.56,3.0,9.0,25.89,1.4,31.5,2.1,0.47,1.17,37.46
2017,S,Garden Grove Unified,Orange,Garden-Grove,Pacifica High,public,3771,33.781044,-118.01287,1711.0,1.1,70.3,398,3.0,285,90,22.4,330,22.0,22.0,24.0,22.0,59,65.56,3.0,9.0,4.08,1.33,92.23,0.39,0.09,0.21,1.66
2017,S,Garden Grove Unified,Orange,Oxnard,Pacifica High,public,12114,34.2189,-119.17153,3306.0,2.2,34.13,398,5.8,407,90,36.1,577,22.0,22.0,24.0,22.0,59,65.56,4.0,4.0,25.89,1.4,31.5,2.1,0.47,1.17,37.46
2017,S,Garden Grove Unified,Orange,Oxnard,Pacifica High,public,12114,34.2189,-119.17153,3306.0,1.1,70.3,398,3.0,285,90,22.4,330,22.0,22.0,24.0,22.0,59,65.56,4.0,4.0,4.08,1.33,92.23,0.39,0.09,0.21,1.66
2017,S,Oxnard Union High,Ventura,Garden-Grove,Pacifica High,public,3771,33.781044,-118.01287,1711.0,2.2,34.13,711,5.8,407,86,36.1,577,20.0,21.0,21.0,20.0,36,41.86,3.0,9.0,25.89,1.4,31.5,2.1,0.47,1.17,37.46
2017,S,Oxnard Union High,Ventura,Garden-Grove,Pacifica High,public,3771,33.781044,-118.01287,1711.0,1.1,70.3,711,3.0,285,86,22.4,330,20.0,21.0,21.0,20.0,36,41.86,3.0,9.0,4.08,1.33,92.23,0.39,0.09,0.21,1.66
2017,S,Oxnard Union High,Ventura,Oxnard,Pacifica High,public,12114,34.2189,-119.17153,3306.0,2.2,34.13,711,5.8,407,86,36.1,577,20.0,21.0,21.0,20.0,36,41.86,4.0,4.0,25.89,1.4,31.5,2.1,0.47,1.17,37.46
2017,S,Oxnard Union High,Ventura,Oxnard,Pacifica High,public,12114,34.2189,-119.17153,3306.0,1.1,70.3,711,3.0,285,86,22.4,330,20.0,21.0,21.0,20.0,36,41.86,4.0,4.0,4.08,1.33,92.23,0.39,0.09,0.21,1.66
2018,S,Garden Grove Unified,Orange,Garden-Grove,Pacifica High,public,3771,33.781044,-118.01287,1711.0,2.2,34.13,436,5.8,407,59,36.1,577,23.0,23.0,24.0,23.0,43,72.88,3.0,9.0,25.89,1.4,31.5,2.1,0.47,1.17,37.46
2018,S,Garden Grove Unified,Orange,Garden-Grove,Pacifica High,public,3771,33.781044,-118.01287,1711.0,1.1,70.3,436,3.0,285,59,22.4,330,23.0,23.0,24.0,23.0,43,72.88,3.0,9.0,4.08,1.33,92.23,0.39,0.09,0.21,1.66
2018,S,Garden Grove Unified,Orange,Oxnard,Pacifica High,public,12114,34.2189,-119.17153,3306.0,2.2,34.13,436,5.8,407,59,36.1,577,23.0,23.0,24.0,23.0,43,72.88,4.0,4.0,25.89,1.4,31.5,2.1,0.47,1.17,37.46
2018,S,Garden Grove Unified,Orange,Oxnard,Pacifica High,public,12114,34.2189,-119.17153,3306.0,1.1,70.3,436,3.0,285,59,22.4,330,23.0,23.0,24.0,23.0,43,72.88,4.0,4.0,4.08,1.33,92.23,0.39,0.09,0.21,1.66
2018,S,Oxnard Union High,Ventura,Garden-Grove,Pacifica High,public,3771,33.781044,-118.01287,1711.0,2.2,34.13,782,5.8,407,58,36.1,577,19.0,20.0,21.0,21.0,24,41.38,3.0,9.0,25.89,1.4,31.5,2.1,0.47,1.17,37.46
2018,S,Oxnard Union High,Ventura,Garden-Grove,Pacifica High,public,3771,33.781044,-118.01287,1711.0,1.1,70.3,782,3.0,285,58,22.4,330,19.0,20.0,21.0,21.0,24,41.38,3.0,9.0,4.08,1.33,92.23,0.39,0.09,0.21,1.66
2018,S,Oxnard Union High,Ventura,Oxnard,Pacifica High,public,12114,34.2189,-119.17153,3306.0,2.2,34.13,782,5.8,407,58,36.1,577,19.0,20.0,21.0,21.0,24,41.38,4.0,4.0,25.89,1.4,31.5,2.1,0.47,1.17,37.46
2018,S,Oxnard Union High,Ventura,Oxnard,Pacifica High,public,12114,34.2189,-119.17153,3306.0,1.1,70.3,782,3.0,285,58,22.4,330,19.0,20.0,21.0,21.0,24,41.38,4.0,4.0,4.08,1.33,92.23,0.39,0.09,0.21,1.66
2014,S,Garden Grove Unified,Orange,Garden-Grove,Rancho Alamitos High,public,3778,33.796597,-117.98445,1793.0,0.7,67.82,456,6.9,340,25,17.2,269,23.0,23.0,25.0,22.0,16,64.0,3.0,6.0,31.07,0.5,57.78,1.56,0.06,0.89,8.14
2015,S,Garden Grove Unified,Orange,Garden-Grove,Rancho Alamitos High,public,3778,33.796597,-117.98445,1793.0,0.7,67.82,454,6.9,340,19,17.2,269,21.0,21.0,22.0,21.0,12,63.16,3.0,6.0,31.07,0.5,57.78,1.56,0.06,0.89,8.14
2014,S,Huntington Beach Union High,Orange,Huntington-Beach,Ocean View High,public,3807,33.714832,-118.00012,1498.0,1.3,55.14,378,7.5,124,49,23.9,258,22.0,23.0,23.0,21.0,28,57.14,4.0,5.0,9.08,1.6,58.14,1.54,1.74,0.6,27.3
2015,S,Huntington Beach Union High,Orange,Huntington-Beach,Ocean View High,public,3807,33.714832,-118.00012,1498.0,1.3,55.14,381,7.5,124,88,23.9,258,21.0,23.0,22.0,22.0,48,54.55,4.0,5.0,9.08,1.6,58.14,1.54,1.74,0.6,27.3
2016,S,Huntington Beach Union High,Orange,Huntington-Beach,Ocean View High,public,3807,33.714832,-118.00012,1498.0,1.3,55.14,321,7.5,124,91,23.9,258,22.0,22.0,21.0,22.0,52,57.14,4.0,5.0,9.08,1.6,58.14,1.54,1.74,0.6,27.3
2017,S,Huntington Beach Union High,Orange,Huntington-Beach,Ocean View High,public,3807,33.714832,-118.00012,1498.0,1.3,55.14,352,7.5,124,63,23.9,258,21.0,22.0,21.0,21.0,30,47.62,4.0,5.0,9.08,1.6,58.14,1.54,1.74,0.6,27.3
2018,S,Huntington Beach Union High,Orange,Huntington-Beach,Ocean View High,public,3807,33.714832,-118.00012,1498.0,1.3,55.14,382,7.5,124,80,23.9,258,24.0,24.0,22.0,23.0,56,70.0,4.0,5.0,9.08,1.6,58.14,1.54,1.74,0.6,27.3
2014,S,Huntington Beach Union High,Orange,Fountain-Valley,Fountain Valley High,public,3804,33.704388,-117.96302,3558.0,1.0,26.7,955,11.0,469,177,33.2,1440,25.0,26.0,26.0,25.0,149,84.18,4.0,9.0,52.19,1.26,12.84,1.91,1.29,0.87,29.62
2015,S,Huntington Beach Union High,Orange,Fountain-Valley,Fountain Valley High,public,3804,33.704388,-117.96302,3558.0,1.0,26.7,934,11.0,469,190,33.2,1440,25.0,26.0,26.0,25.0,163,85.79,4.0,9.0,52.19,1.26,12.84,1.91,1.29,0.87,29.62
2016,S,Huntington Beach Union High,Orange,Fountain-Valley,Fountain Valley High,public,3804,33.704388,-117.96302,3558.0,1.0,26.7,828,11.0,469,212,33.2,1440,26.0,26.0,26.0,25.0,188,88.68,4.0,9.0,52.19,1.26,12.84,1.91,1.29,0.87,29.62
2017,S,Huntington Beach Union High,Orange,Fountain-Valley,Fountain Valley High,public,3804,33.704388,-117.96302,3558.0,1.0,26.7,895,11.0,469,207,33.2,1440,25.0,26.0,26.0,25.0,179,86.47,4.0,9.0,52.19,1.26,12.84,1.91,1.29,0.87,29.62
2018,S,Huntington Beach Union High,Orange,Fountain-Valley,Fountain Valley High,public,3804,33.704388,-117.96302,3558.0,1.0,26.7,941,11.0,469,202,33.2,1440,26.0,26.0,26.0,25.0,176,87.13,4.0,9.0,52.19,1.26,12.84,1.91,1.29,0.87,29.62
